submission_id,age,comments,education,experiment_duration,experiment_end_time,experiment_start_time,gender,group,languages,prolific_pid,prolific_session_id,prolific_study_id,response,responseTime,task
5321,47,,Graduated College,69795,1679406612482,1679406542687,female,"beast, reliable","English, Portuguese",5cbe17ed7d21cd0013e90fee,6419b5c947a19d0d71bbfea1,6419aa88c17f2fd3af1504ac,Increase policing patrol,29759,solution
5321,47,,Graduated College,69795,1679406612482,1679406542687,female,"beast, reliable","English, Portuguese",5cbe17ed7d21cd0013e90fee,6419b5c947a19d0d71bbfea1,6419aa88c17f2fd3af1504ac,3,4768,reliability
5321,47,,Graduated College,69795,1679406612482,1679406542687,female,"beast, reliable","English, Portuguese",5cbe17ed7d21cd0013e90fee,6419b5c947a19d0d71bbfea1,6419aa88c17f2fd3af1504ac,neither,4928,affiliation
5333,20,,Graduated High-school,97024,1679406783105,1679406686081,female,"beast, unreliable",English,60ff59d7750ec2538401a25c,6419b62b57b820dbe02f1c38,6419aa88c17f2fd3af1504ac,Implement programs that will help people get off the street by helping them find jobs or housing.,60426,solution
5333,20,,Graduated High-school,97024,1679406783105,1679406686081,female,"beast, unreliable",English,60ff59d7750ec2538401a25c,6419b62b57b820dbe02f1c38,6419aa88c17f2fd3af1504ac,3,3856,reliability
5333,20,,Graduated High-school,97024,1679406783105,1679406686081,female,"beast, unreliable",English,60ff59d7750ec2538401a25c,6419b62b57b820dbe02f1c38,6419aa88c17f2fd3af1504ac,Democrat,2458,affiliation
5324,32,,Graduated High-school,77637,1679406652301,1679406574664,female,"virus, reliable",English,60fce527a73c417eeb419e90,6419b5e780ffc82c38b9f595,6419aa88c17f2fd3af1504ac,"Better training for police, fix up the city",44818,solution
5324,32,,Graduated High-school,77637,1679406652301,1679406574664,female,"virus, reliable",English,60fce527a73c417eeb419e90,6419b5e780ffc82c38b9f595,6419aa88c17f2fd3af1504ac,2,5067,reliability
5324,32,,Graduated High-school,77637,1679406652301,1679406574664,female,"virus, reliable",English,60fce527a73c417eeb419e90,6419b5e780ffc82c38b9f595,6419aa88c17f2fd3af1504ac,neither,3218,affiliation
5328,36,none,Graduated High-school,151142,1679406818637,1679406667495,female,"beast, reliable",English,607f56029f85d5ef811ff904,6419b5e2e5949e4b602f1c50,6419aa88c17f2fd3af1504ac,They could create community outreach programs to help people feel pride in the city that they live in. If they feel pride and a sense of community they may want to protect it and keep it crime free.,125790,solution
5328,36,none,Graduated High-school,151142,1679406818637,1679406667495,female,"beast, reliable",English,607f56029f85d5ef811ff904,6419b5e2e5949e4b602f1c50,6419aa88c17f2fd3af1504ac,3,5310,reliability
5328,36,none,Graduated High-school,151142,1679406818637,1679406667495,female,"beast, reliable",English,607f56029f85d5ef811ff904,6419b5e2e5949e4b602f1c50,6419aa88c17f2fd3af1504ac,neither,2319,affiliation
5334,37,,Higher degree,71563,1679406788516,1679406716953,female,"beast, unreliable",english,62e0314e341f3717a3c2e1f5,6419b674aa5832422756e104,6419aa88c17f2fd3af1504ac,Addison needs to increase police presence and have severe consequences for offenders.,42585,solution
5334,37,,Higher degree,71563,1679406788516,1679406716953,female,"beast, unreliable",english,62e0314e341f3717a3c2e1f5,6419b674aa5832422756e104,6419aa88c17f2fd3af1504ac,2,4167,reliability
5334,37,,Higher degree,71563,1679406788516,1679406716953,female,"beast, unreliable",english,62e0314e341f3717a3c2e1f5,6419b674aa5832422756e104,6419aa88c17f2fd3af1504ac,Republican,2648,affiliation
5339,27,,Graduated College,102711,1679408225348,1679408122637,,"beast, unreliable",english,5a553e07e0cf3d0001261df6,6419bbf639c0bf96440fff0a,6419aa88c17f2fd3af1504ac,"Be stricter on repeat offenders, establish a mental health facility and have more cops patrolling. ",73296,solution
5339,27,,Graduated College,102711,1679408225348,1679408122637,,"beast, unreliable",english,5a553e07e0cf3d0001261df6,6419bbf639c0bf96440fff0a,6419aa88c17f2fd3af1504ac,4,4220,reliability
5339,27,,Graduated College,102711,1679408225348,1679408122637,,"beast, unreliable",english,5a553e07e0cf3d0001261df6,6419bbf639c0bf96440fff0a,6419aa88c17f2fd3af1504ac,rather not say,2516,affiliation
5330,25,,Graduated High-school,61175,1679406748176,1679406687001,male,"virus, unreliable",English,5bcdce524f22df00010f79a8,6419b64f8baccf720d6b4b41,6419aa88c17f2fd3af1504ac,Move to another place.,27413,solution
5330,25,,Graduated High-school,61175,1679406748176,1679406687001,male,"virus, unreliable",English,5bcdce524f22df00010f79a8,6419b64f8baccf720d6b4b41,6419aa88c17f2fd3af1504ac,3,4031,reliability
5330,25,,Graduated High-school,61175,1679406748176,1679406687001,male,"virus, unreliable",English,5bcdce524f22df00010f79a8,6419b64f8baccf720d6b4b41,6419aa88c17f2fd3af1504ac,Democrat,1714,affiliation
5331,38,none,Graduated High-school,42761,1679406758393,1679406715632,male,"beast, reliable",english,57c25905a170cc000103ee58,6419b675b0de482050957bd2,6419aa88c17f2fd3af1504ac,They need a larger police force,20624,solution
5331,38,none,Graduated High-school,42761,1679406758393,1679406715632,male,"beast, reliable",english,57c25905a170cc000103ee58,6419b675b0de482050957bd2,6419aa88c17f2fd3af1504ac,5,4079,reliability
5331,38,none,Graduated High-school,42761,1679406758393,1679406715632,male,"beast, reliable",english,57c25905a170cc000103ee58,6419b675b0de482050957bd2,6419aa88c17f2fd3af1504ac,Republican,2241,affiliation
5336,19,,Graduated High-school,86830,1679406800211,1679406713381,male,"beast, unreliable","English, Arabic",63d48761c104606be9b9ce72,6419b698448526add63ace0e,6419aa88c17f2fd3af1504ac,Addison needs to stay away from the source of crime by not holding alcohol in his hands and drinking (or a molotov) and instead ask other people not to drink either.,59103,solution
5336,19,,Graduated High-school,86830,1679406800211,1679406713381,male,"beast, unreliable","English, Arabic",63d48761c104606be9b9ce72,6419b698448526add63ace0e,6419aa88c17f2fd3af1504ac,5,2765,reliability
5336,19,,Graduated High-school,86830,1679406800211,1679406713381,male,"beast, unreliable","English, Arabic",63d48761c104606be9b9ce72,6419b698448526add63ace0e,6419aa88c17f2fd3af1504ac,neither,3878,affiliation
